"Ligand: 54454
2ibg_E_cavity_1,5,3.148,0.6295,1,2,0,1,1,0,Protein hedgehog,PROTEIN BINDING,HH_DROME,"Intercellular signal essential for a variety of patterning events during development. Establishes the anterior- posterior axis of the embryonic segments and patterns the larval imaginal disks. Binds to the patched (ptc) receptor, which functions in associ;The hedgehog protein N-product constitutes the active species in both local and long-range signaling, whereas the C- terminal product has no signaling activity. It acts as a morphogen, and diffuses long distances despite its lipidation. Heparan sulfate pr;The hedgehog protein C-product, which mediates the autocatalytic activity, has no signaling activity.",NONE,"NONE
"
1r8u_A_cavity_1,5,3.148,0.6295,5,0,0,0,0,0,Cbp/p300-interacting transactivator 2,TRANSCRIPTION/TRANSCRIPTION ACTIVATOR,CITE2_HUMAN,Interferes with the binding of transcription factors HIF-1a and STAT2 to p300/CBP.,NONE,"NONE
"
3epm_B_cavity_2,6,3.775,0.6292,4,1,0,1,0,0,Thiamine biosynthesis protein thiC,NONE,Q9A6Q5,NONE,NONE,"NONE
"
3eap_D_cavity_1,5,3.141,0.6283,5,0,0,0,0,0,Rho GTPase-activating protein 11A,NONE,Q6P4F7,NONE,NONE,"NONE
"
2p0t_A_cavity_1,5,3.138,0.6276,4,1,0,0,0,0,UPF0307 protein PSPTO_4464,NONE,Q87WS9,NONE,NONE,"NONE
"
1tu9_A_cavity_1,6,3.764,0.6273,4,1,0,0,1,0,Hypothetical protein,NONE,Q9HX49,Involved in iron ion binding,NONE,"NONE
"
2gj3_B_cavity_1,5,3.13,0.626,5,0,0,0,0,0,Nitrogen fixation regulatory protein,NONE,P30663,NONE,NONE,"NONE
"
2e9q_A_cavity_2,5,3.123,0.6246,5,0,0,0,0,0,11S globulin subunit beta,NONE,P13744,NONE,NONE,"NONE
"
2fbw_Q_cavity_1,5,3.12,0.624,5,0,0,0,0,0,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",NONE,Q9YHT1,NONE,NONE,"NONE
"
1n6b_A_cavity_1,5,3.118,0.6235,5,0,0,0,0,0,Cytochrome P450 2C5,NONE,P00179,Involved in monooxygenase activity,NONE,"NONE
"
1m1j_A_cavity_1,5,3.113,0.6227,4,1,0,0,0,0,Fibrinogen alpha chain,NONE,P14448,NONE,NONE,"NONE
"
2dk2_A_cavity_2,5,3.11,0.6219,4,1,0,0,0,0,Heterogeneous nuclear ribonucleoprotein R,NONE,O43390,NONE,NONE,"NONE
"
1dos_A_cavity_1,6,3.72,0.6199,4,1,0,1,0,0,Fructose-bisphosphate aldolase class 2,NONE,P0AB71,Carbohydrate transport and metabolism,NONE,"NONE
"
1trb_A_cavity_1,5,3.086,0.6173,4,1,0,0,0,0,Thioredoxin reductase,NONE,P0A9P4,"Posttranslational modification, protein turnover, chaperones",NONE,"NONE
"
1iq3_A_cavity_1,5,3.085,0.6169,5,0,0,0,0,0,RalBP1-associated Eps domain-containing protein 2,NONE,Q8NFH8,NONE,NONE,"NONE
"
2gu0_B_cavity_3,6,3.698,0.6163,5,1,0,0,0,0,Non-structural protein 2,NONE,Q9PY93,NONE,NONE,"NONE
"
3cuo_A_cavity_1,6,3.69,0.615,5,1,0,0,0,0,Probable HTH-type transcriptional regulator ygaV,NONE,P77295,NONE,NONE,"NONE
"
2jpe_A_cavity_1,6,3.688,0.6147,5,1,0,0,0,0,Nuclear inhibitor of protein phosphatase 1,NONE,Q8R3G1,NONE,NONE,"NONE
"
1x5n_A_cavity_1,6,3.682,0.6137,5,1,0,0,0,0,Harmonin,NONE,Q9Y6N9,NONE,NONE,"NONE
"
1hm9_A_cavity_4,5,3.067,0.6135,3,1,0,1,0,0,Bifunctional protein glmU,NONE,Q97R46,Involved in UDP-N-acetylglucosamine diphosphorylase activity,NONE,"NONE
"
1vrb_B_cavity_3,6,3.673,0.6121,3,2,0,0,1,0,Uncharacterized protein yxbC,NONE,P46327,NONE,NONE,"NONE
"
2nq5_A_cavity_5,5,3.059,0.6118,4,1,0,0,0,0,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,NONE,Q8CWX6,NONE,NONE,"NONE
"
1u08_A_cavity_3,5,3.051,0.6103,3,0,1,1,0,0,Aminotransferase ybdL,NONE,P77806,NONE,NONE,"NONE
"
3exj_A_cavity_1,6,3.66,0.61,2,1,2,1,0,0,Cellular tumor antigen p53,NONE,P02340,NONE,NONE,"NONE
"
2dld_A_cavity_2,5,3.038,0.6075,3,0,1,1,0,0,D-lactate dehydrogenase,NONE,P30901,Energy production and conversion,NONE,"NONE
"
2fxt_A_cavity_1,6,3.637,0.6062,5,1,0,0,0,0,Mitochondrial import inner membrane translocase subunit TIM44,NONE,Q01852,NONE,NONE,"NONE
"
3g9k_S_cavity_1,5,3.025,0.605,5,0,0,0,0,0,Capsule biosynthesis protein capD,NONE,Q51693,NONE,NONE,"NONE
"
2q0j_A_cavity_1,6,3.63,0.6049,4,1,1,0,0,0,Uncharacterized protein PA1000,NONE,P20581,NONE,NONE,"NONE
"
2qnc_B_cavity_2,6,3.629,0.6049,6,0,0,0,0,0,Recombination endonuclease VII,NONE,P13340,NONE,NONE,"NONE
"
2qi2_A_cavity_1,6,3.629,0.6048,4,1,1,0,0,0,Protein pelota homolog,NONE,Q9HJ74,NONE,NONE,"NONE
"
1hyg_B_cavity_1,6,3.621,0.6036,4,1,1,0,0,0,Malate dehydrogenase,NONE,Q60176,"Involved in oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",NONE,"NONE
"
2es0_A_cavity_1,5,3.014,0.6029,5,0,0,0,0,0,Regulator of G-protein signaling 6,SIGNALING PROTEIN,RGS6_HUMAN,Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits thereby driving them into their inactive GDP-bound form. Activity on G(o)-alpha is specifically enhanced by the RGS6/Gbeta5 dimer.,NONE,"NONE
"
1wp1_B_cavity_1,5,3.012,0.6025,4,1,0,0,0,0,Outer membrane protein oprM,MEMBRANE PROTEIN,OPRM_PSEAE,"The outer membrane component of the mexAB-oprM efflux system that confers multidrug resistance. Also functions as the major efflux pump for n-hexane and p-xylene efflux. Over- expression of the pump increases antibiotic and solvent efflux capacities. Can ;The ability to export antibiotics and solvents is dramatically decreased in the presence of the proton conductor carbonyl cyanide m-chlorophenylhydrazone (CCCP), showing that an energized inner membrane is required for efflux. It is thought that the mexB ",NONE,"NONE
"
1aii_A_cavity_2,6,3.612,0.602,4,1,1,0,0,0,Annexin A3,CALCIUM/PHOSPHOLIPID BINDING PROTEIN,ANXA3_HUMAN,"Inhibitor of phospholipase A2, also possesses anti- coagulant properties. Also cleaves the cyclic bond of inositol 1,2-cyclic phosphate to form inositol 1-phosphate.",NONE,"NONE
"
3gos_B_cavity_1,6,3.608,0.6014,5,1,0,0,0,0,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",NONE,Q8ZH69,NONE,NONE,"NONE
"
2r0n_A_cavity_1,5,3.004,0.6008,5,0,0,0,0,0,"Glutaryl-CoA dehydrogenase, mitochondrial",NONE,Q92947,Lipid transport and metabolism,NONE,"NONE
"
1onf_A_cavity_6,5,3.002,0.6003,4,1,0,0,0,0,Glutathione reductase,NONE,Q94655,Involved in oxidoreductase activity,NONE,"NONE
"
1wjt_A_cavity_1,6,3.587,0.5978,6,0,0,0,0,0,Transcription elongation factor A protein 3,NONE,P23881,NONE,NONE,"NONE
"
2i36_B_cavity_1,6,3.586,0.5976,5,1,0,0,0,0,Rhodopsin,NONE,P02699,NONE,NONE,"NONE
"
1ovq_A_cavity_2,6,3.584,0.5974,4,2,0,0,0,0,Putative Holliday junction resolvase,NONE,P0A8I1,NONE,NONE,"NONE
"
1in7_A_cavity_2,6,3.565,0.5941,2,3,0,0,1,0,Holliday junction ATP-dependent DNA helicase ruvB,NONE,Q56313,Involved in nucleotide binding,NONE,"NONE
"
2qq8_A_cavity_1,6,3.553,0.5922,4,1,1,0,0,0,TBC1 domain family member 14,NONE,Q9P2M4,NONE,NONE,"NONE
"
1f0o_A_cavity_1,6,3.54,0.5901,5,0,1,0,0,0,Type-2 restriction enzyme PvuII,NONE,P23657,NONE,NONE,"NONE
"
1ovm_A_cavity_2,6,3.539,0.5899,5,0,0,1,0,0,Indole-3-pyruvate decarboxylase,NONE,P23234,Involved in magnesium ion binding,NONE,"NONE
"
3c7g_A_cavity_3,6,3.522,0.5871,4,1,0,1,0,0,Arabinoxylan arabinofuranohydrolase,NONE,Q45071,NONE,NONE,"NONE
"
2oay_A_cavity_3,6,3.493,0.5821,4,0,1,1,0,0,Plasma protease C1 inhibitor,"IMMUNE SYSTEM,HYDROLASE INHIBITOR",IC1_HUMAN,Activation of the C1 complex is under control of the C1- inhibitor. It forms a proteolytically inactive stoichiometric complex with the C1r or C1s proteases. May play a potentially crucial role in regulating important physiological pathways including comp,"Defects in SERPING1 are the cause of hereditary angioedema (HAE) [MIM:106100]; also called hereditary angioneurotic edema (HANE). HAE is an autosomal dominant disorder characterized by episodic local subcutaneous edema and submucosal edema involving the upper respiratory and gastrointestinal tracts. HAE due to C1 esterase inhibitor deficiency is comprised of two clinically indistinguishable forms. In HAE type 1, representing 85% of patients, serum levels of C1 esterase inhibitor are less than 35% of normal. In HAE type 2, the levels are normal or elevated, but the protein is non-functional.","NONE
"
1rp1_A_cavity_2,6,3.476,0.5793,4,0,1,1,0,0,Pancreatic lipase-related protein 1,NONE,P06857,NONE,NONE,"NONE
"
1bh9_B_cavity_1,6,3.468,0.5781,6,0,0,0,0,0,Transcription initiation factor TFIID subunit 13,NONE,Q15543,NONE,NONE,"NONE
"
1t90_D_cavity_1,6,3.462,0.577,3,1,0,0,2,0,Methylmalonate semialdehyde dehydrogenase [acylating],NONE,P42412,NONE,NONE,"NONE
"
1co6_A_cavity_1,6,3.455,0.5758,5,1,0,0,0,0,Cytochrome c2,NONE,P00083,Involved in iron ion binding,NONE,"NONE
"
3bum_B_cavity_1,6,3.437,0.5728,2,1,1,0,2,0,E3 ubiquitin-protein ligase CBL,NONE,P22681,NONE,NONE,"NONE
"
1y64_B_cavity_2,8,4.567,0.5709,6,1,0,0,1,0,"Actin, alpha skeletal muscle",NONE,P68135,NONE,NONE,"NONE
"
1ku9_A_cavity_1,6,3.418,0.5697,5,0,0,0,1,0,DNA-binding protein MJ1563,NONE,Q58958,NONE,NONE,"NONE
"
2hyd_A_cavity_2,6,3.416,0.5693,6,0,0,0,0,0,Putative multidrug export ATP-binding/permease protein SAV1866,NONE,Q99T13,NONE,NONE,"NONE
"
1dus_A_cavity_2,6,3.409,0.5682,3,2,0,0,1,0,Protein MJ0882,NONE,Q58292,NONE,NONE,"NONE
"
1s5a_A_cavity_1,7,3.977,0.5681,3,1,1,2,0,0,Hypothetical protein yesE,NONE,O31511,NONE,NONE,"NONE
"
2qxl_A_cavity_2,7,3.974,0.5678,3,2,0,0,2,0,Heat shock protein homolog SSE1,NONE,P32589,NONE,NONE,"NONE
"
2j47_A_cavity_1,7,3.967,0.5667,3,1,1,0,2,0,O-GlcNAcase BT_4395,NONE,Q89ZI2,NONE,NONE,"NONE
"
3bkb_A_cavity_3,6,3.397,0.5662,3,2,0,0,1,0,Proto-oncogene tyrosine-protein kinase Fes/Fps,TRANSFERASE,FES_HUMAN,NONE,NONE,"NONE
"
1hj1_A_cavity_1,6,3.396,0.566,4,1,0,1,0,0,Estrogen receptor beta,NONE,Q62986,Involved in transcription factor activity,NONE,"NONE
"
1o6d_A_cavity_1,6,3.395,0.5658,1,4,0,1,0,0,Ribosomal RNA large subunit methyltransferase H,NONE,Q9WZU8,NONE,NONE,"NONE
"
2da7_A_cavity_1,7,3.96,0.5657,3,1,1,0,2,0,Zinc finger E-box-binding homeobox 2,NONE,O60315,NONE,NONE,"NONE
"
2daf_A_cavity_2,7,3.959,0.5656,5,1,0,0,1,0,IQ and ubiquitin-like domain-containing protein,NONE,Q8NA54,NONE,NONE,"NONE
"
2fge_B_cavity_5,6,3.39,0.565,4,1,1,0,0,0,"Presequence protease 1, chloroplastic/mitochondrial",NONE,Q9LJL3,NONE,NONE,"NONE
"
1oyz_A_cavity_2,6,3.389,0.5648,2,2,1,1,0,0,Protein yibA,NONE,P0ADK7,NONE,NONE,"NONE
"
1k44_E_cavity_1,6,3.387,0.5645,4,1,0,0,1,0,Nucleoside diphosphate kinase,NONE,P84284,NONE,NONE,"NONE
"
1k07_A_cavity_1,6,3.386,0.5643,3,1,1,0,1,0,FEZ-1 protein,NONE,Q9K578,Involved in hydrolase activity,NONE,"NONE
"
3bm4_A_cavity_1,6,3.381,0.5636,5,1,0,0,0,0,ADP-sugar pyrophosphatase,NONE,Q9UKK9,NONE,NONE,"NONE
"
1wgw_A_cavity_1,7,3.934,0.562,6,1,0,0,0,0,Signal recognition particle 54 kDa protein,NONE,P14576,NONE,NONE,"NONE
"
1rso_A_cavity_1,6,3.371,0.5618,5,1,0,0,0,0,Disks large homolog 1,NONE,Q62696,NONE,NONE,"NONE
"
2d8h_A_cavity_1,6,3.368,0.5614,2,1,1,1,1,0,SH3 domain-containing YSC84-like protein 1,NONE,Q96HL8,NONE,NONE,"NONE
"
1d5y_D_cavity_1,8,4.489,0.5611,4,2,0,1,1,0,Right origin-binding protein,NONE,P0ACI0,NONE,NONE,"NONE
"
1s40_A_cavity_2,6,3.362,0.5603,4,1,0,0,1,0,Cell division control protein 13,NONE,P32797,NONE,NONE,"NONE
"
1d5b_B_cavity_1,6,3.36,0.56,5,1,0,0,0,0,Ig kappa chain C region,NONE,P01834,NONE,NONE,"NONE
"
3dh4_D_cavity_3,6,3.351,0.5586,6,0,0,0,0,0,Sodium/glucose cotransporter,TRANSPORT PROTEIN,SGLT_VIBPA,Actively transports glucose into cells by Na(+) cotransport (By similarity).,NONE,"Diabetes mellitus;Non-insulin dependent diabetes;Obesity
"
1to6_A_cavity_3,6,3.351,0.5584,6,0,0,0,0,0,Glycerate kinase,NONE,P57098,NONE,NONE,"NONE
"
1puj_A_cavity_1,6,3.349,0.5582,3,1,1,0,1,0,Ribosome biogenesis GTPase A,NONE,O31743,NONE,NONE,"NONE
"
1xx1_D_cavity_2,6,3.347,0.5578,4,1,1,0,0,0,Sphingomyelin phosphodiesterase D 1,NONE,Q8I914,NONE,NONE,"NONE
"
1t3w_B_cavity_1,6,3.347,0.5578,5,1,0,0,0,0,DNA primase,NONE,P0ABS5,NONE,NONE,"NONE
"
2rkj_J_cavity_1,6,3.345,0.5574,5,1,0,0,0,0,"Tyrosyl-tRNA synthetase, mitochondrial",NONE,P12063,NONE,NONE,"NONE
"
2qv6_C_cavity_1,6,3.344,0.5573,5,1,0,0,0,0,GTP cyclohydrolase III,NONE,Q57609,NONE,NONE,"NONE
"
1yf2_B_cavity_6,6,3.342,0.5571,5,0,1,0,0,0,Type-1 restriction enzyme MjaXIP specificity protein,NONE,Q57594,NONE,NONE,"NONE
"
3etu_A_cavity_1,6,3.336,0.556,4,1,1,0,0,0,Protein transport protein DSL1,NONE,P53847,NONE,NONE,"NONE
"
1p4t_A_cavity_2,6,3.331,0.5552,5,1,0,0,0,0,Surface protein A,NONE,Q9RP17,Involved in porin activity,NONE,"NONE
"
1uvx_A_cavity_1,7,3.885,0.555,5,1,0,0,1,0,Globin LI637,NONE,Q08753,Involved in oxygen binding,NONE,"NONE
"
1qx4_A_cavity_2,6,3.326,0.5543,5,1,0,0,0,0,NADH-cytochrome b5 reductase 3,NONE,P20070,Involved in oxidoreductase activity,NONE,"NONE
"
2qxx_A_cavity_2,6,3.325,0.5542,4,1,1,0,0,0,Deoxycytidine triphosphate deaminase,NONE,O07247,NONE,NONE,"NONE
"
1qcb_F_cavity_1,6,3.322,0.5537,5,1,0,0,0,0,"Heat-labile enterotoxin IIB, B chain",NONE,P43529,NONE,NONE,"NONE
"
3b3d_A_cavity_1,6,3.314,0.5523,2,2,0,0,2,0,Uncharacterized oxidoreductase ytbE,NONE,O34678,NONE,NONE,"NONE
"
2pff_A_cavity_8,6,3.314,0.5523,3,2,1,0,0,0,Fatty acid synthase subunit alpha,NONE,P19097,NONE,NONE,"NONE
"
2czy_A_cavity_1,6,3.313,0.5522,6,0,0,0,0,0,Paired amphipathic helix protein Sin3b,NONE,Q62141,NONE,NONE,"NONE
"
1sgm_B_cavity_1,6,3.31,0.5516,4,1,0,1,0,0,Uncharacterized HTH-type transcriptional regulator yxaF,NONE,P42105,NONE,NONE,"NONE
"
3epy_B_cavity_2,6,3.309,0.5514,6,0,0,0,0,0,Acyl-CoA-binding domain-containing protein 7,NONE,Q8N6N7,NONE,NONE,"NONE
"
1yhn_B_cavity_1,6,3.308,0.5514,6,0,0,0,0,0,Ras-related protein Rab-7a,NONE,P51149,NONE,NONE,"NONE
"
1gk9_B_cavity_7,7,3.859,0.5513,4,1,1,0,1,0,Penicillin G acylase,NONE,P06875,NONE,NONE,"NONE
"
2qtv_A_cavity_6,7,3.844,0.5491,3,1,1,0,2,0,Protein transport protein SEC23,NONE,P15303,NONE,NONE,"NONE
"
1oi8_B_cavity_2,7,3.839,0.5484,4,1,1,1,0,0,Protein ushA,NONE,P07024,Involved in hydrolase activity,NONE,"NONE
"
1fdy_B_cavity_2,6,3.287,0.5478,6,0,0,0,0,0,N-acetylneuraminate lyase,NONE,P0A6L4,Catalyzes the reversible aldol cleavage of N-acetylneuraminic acid (sialic acid; Neu5Ac) to form pyruvate and N-acetylmannosamine (ManNAc) via a Schiff base intermediate.,NONE,"NONE
"
1wi3_A_cavity_2,7,3.834,0.5477,4,1,1,0,1,0,DNA-binding protein SATB2,DNA BINDING PROTEIN,SATB2_HUMAN,May play an important role in palate formation.,"Chromosomal aberrations involving SATB2 are found in isolated cleft palate. Translocation t(2;7); translocation t(2;11).;Defects in SATB2 are the cause of isolated cleft palate with mental retardation [MIM:119540]. Patients manifest cleft palate, craniofacial dysmorphism and profound mental retardation.","NONE
"
2yt7_A_cavity_1,6,3.286,0.5477,5,0,1,0,0,0,Amyloid beta A4 precursor protein-binding family A member 3,NONE,O96018,NONE,NONE,"NONE
"
1wh0_A_cavity_1,6,3.283,0.5471,4,0,1,0,1,0,Ubiquitin carboxyl-terminal hydrolase 19,HYDROLASE,UBP19_HUMAN,Involved in the ubiquitin-dependent proteolytic pathway in conjunction with the 26S proteasome (By similarity).,NONE,"NONE
"
1wru_A_cavity_3,6,3.28,0.5467,4,0,1,1,0,0,Baseplate protein,NONE,P08558,NONE,NONE,"NONE
"
