"Ligand: 60823
3fzk_v,4,3.706,0.9265,2.98361,2,2,0,0,0,0,Heat shock cognate 71 kDa protein,NONE,P11142,"Molecular chaperone implicated in a wide variety of cellular processes, including protection of the proteome from stress, folding and transport of newly synthesized polypeptides, activation of proteolysis of misfolded proteins and the formation and dissociation of protein complexes. Plays a pivotal role in the protein quality control system, ensuring the correct folding of proteins, the re-folding of misfolded proteins and controlling the targeting of proteins for subsequent degradation (PubMed:21150129, PubMed:21148293, PubMed:24732912, PubMed:27916661, PubMed:23018488). This is achieved through cycles of ATP binding, ATP hydrolysis and ADP release, mediated by co-chaperones (PubMed:21150129, PubMed:21148293, PubMed:24732912, PubMed:27916661, PubMed:23018488). The co-chaperones have been shown to not only regulate different steps of the ATPase cycle of HSP70, but they also have an individual specificity such that one co-chaperone may promote folding of a substrate while another may promote degradation (PubMed:21150129, PubMed:21148293, PubMed:24732912, PubMed:27916661, PubMed:23018488). The affinity of HSP70 for polypeptides is regulated by its nucleotide bound state. In the ATP-bound form, it has a low affinity for substrate proteins. However, upon hydrolysis of the ATP to ADP, it undergoes a conformational change that increases its affinity for substrate proteins. HSP70 goes through repeated cycles of ATP hydrolysis and nucleotide exchange, which permits cycles of substrate binding and release. The HSP70-associated co-chaperones are of three types: J-domain co-chaperones HSP40s (stimulate ATPase hydrolysis by HSP70), the nucleotide exchange factors (NEF) such as BAG1/2/3 (facilitate conversion of HSP70 from the ADP-bound to the ATP-bound state thereby promoting substrate release), and the TPR domain chaperones such as HOPX and STUB1 (PubMed:24318877, PubMed:27474739, PubMed:24121476, PubMed:26865365). Acts as a repressor of transcriptional activation. Inhibits the transcriptional coactivator activity of CITED1 on Smad-mediated transcription. Component of the PRP19-CDC5L complex that forms an integral part of the spliceosome and is required for activating pre-mRNA splicing. May have a scaffolding role in the spliceosome assembly as it contacts all other components of the core complex. Binds bacterial lipopolysaccharide (LPS) and mediates LPS-induced inflammatory response, including TNF secretion by monocytes (PubMed:10722728, PubMed:11276205). Participates in the ER-associated degradation (ERAD) quality control pathway in conjunction with J domain-containing co-chaperones and the E3 ligase STUB1 (PubMed:23990462).",NONE,NONE,,,,"
"
1r7t_v,6,3.75,0.6251,2.95261,3,1,2,0,0,0,Histo-blood group ABO system transferase,NONE,P16442,"Involved in transferase activity, transferring hexosyl groups",NONE,NONE,,,,"
"
1q8j_v,9,4.14,0.46,2.91527,0,3,5,0,1,0,5-methyltetrahydrofolate S-homocysteine methyltransferase,NONE,Q9WYA5,Involved in calcium ion binding,NONE,NONE,,,,"
"
1q4l_v,7,4.134,0.5905,2.86794,3,2,1,0,1,0,Glycogen synthase kinase-3 beta,TRANSFERASE,GSK3B_HUMAN,"Participates in the Wnt signaling pathway. Implicated in the hormonal control of several regulatory proteins including glycogen synthase, MYB and the transcription factor JUN. Phosphorylates JUN at sites proximal to its DNA-binding domain, thereby reducin",NONE,Alzheimers disease;Non-insulin dependent diabetes;Breast tumor;Chronic lymphocytic leukemia;Central nervous system disease;Inflammation;Prostate tumor;Solid tumor;Pain;Glioma;Cancer;Diffuse large B-cell lymphoma;Non-small-cell lung cancer;Neurodegenerative disease;Carcinoma;Cardiovascular disease;Diabetes mellitus;Osteoporosis;Cerebrovascular ischemia;Ovary tumor,,,,"
"
1onp_v,5,3.894,0.7788,2.86424,0,4,0,0,1,0,1-deoxy-D-xylulose 5-phosphate reductoisomerase,NONE,P45568,Lipid transport and metabolism,NONE,NONE,,,,"
"
1ndw_v,6,3.717,0.6195,2.845,2,2,1,0,0,1,Adenosine deaminase,NONE,P56658,Nucleotide transport and metabolism,NONE,NONE,,,,"
"
1gsz_v,8,4.522,0.5653,2.79739,7,0,0,1,0,0,Squalene--hopene cyclase,NONE,P33247,Lipid transport and metabolism,NONE,NONE,,,,"
"
1xcx_v,9,3.595,0.3995,2.69466,1,3,4,1,0,0,Pancreatic alpha-amylase,HYDROLASE,AMYP_HUMAN,NONE,NONE,Bacillus anthracis infection,,,,"
"
1d0s_v,4,3.698,0.9245,2.66772,2,1,1,0,0,0,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,NONE,Q05603,Coenzyme transport and metabolism,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
1y9l_v,4,3.711,0.9277,2.63398,4,0,0,0,0,0,Lipoprotein mxiM,NONE,P0A1X2,Involved in the secretion of the Ipa antigens.,NONE,NONE,,,,"
"
1wrr_v,6,3.59,0.5984,2.61825,0,3,2,1,0,0,Uricase,NONE,Q00511,"Secondary metabolites biosynthesis, transport and catabolism",NONE,NONE,,,,"
"
2vwv_v,5,3.672,0.7344,2.60673,2,2,1,0,0,0,Ephrin type-B receptor 4,TRANSFERASE,EPHB4_HUMAN,Receptor for members of the ephrin-B family. Binds to ephrin-B2. May have a role in events mediating differentiation and development.,NONE,Ocular disease;Rheumatoid arthritis;Cancer,,,,"
"
1hkv_v,5,3.777,0.7555,2.59679,1,2,0,0,1,1,Diaminopimelate decarboxylase,NONE,P0A5M4,NONE,NONE,NONE,,,,"
"
1j79_v,6,3.749,0.6248,2.5956,0,3,2,0,1,0,Dihydroorotase,NONE,P05020,Nucleotide transport and metabolism,NONE,NONE,,,,"
"
1h79_v,6,3.682,0.6136,2.59082,1,5,0,0,0,0,Anaerobic ribonucleoside-triphosphate reductase,NONE,P07071,Nucleotide transport and metabolism,NONE,NONE,,,,"
"
1eup_v,6,3.701,0.6169,2.55359,4,1,1,0,0,0,6-deoxyerythronolide B hydroxylase,NONE,Q00441,"Secondary metabolites biosynthesis, transport and catabolism",NONE,NONE,,,,"
"
1ml6_v,9,3.838,0.4265,2.54502,2,3,1,1,2,0,Glutathione S-transferase A2,NONE,P10648,Involved in glutathione transferase activity,NONE,NONE,,,,"
"
1t32_v,7,3.77,0.5385,2.51902,3,3,0,0,1,0,Cathepsin G,HYDROLASE,CATG_HUMAN,Serine protease with trypsin- and chymotrypsin-like specificity.,NONE,Connective tissue disease;Viral infection;Inflammation;HIV infection,,,,"
"
1jyx_v,5,3.546,0.7093,2.49821,1,1,3,0,0,0,Beta-galactosidase,NONE,P00722,Carbohydrate transport and metabolism,NONE,For the symptomatic relief of patients with interstitial cystitis.,,,,"
"
1l6s_v,6,3.68,0.6133,2.4912,2,2,0,0,2,0,Delta-aminolevulinic acid dehydratase,NONE,P0ACB2,Coenzyme transport and metabolism,NONE,NONE,,,,"
"
2ay3_v,6,3.742,0.6237,2.46339,2,2,0,0,1,1,Aromatic-amino-acid aminotransferase,NONE,P95468,Amino acid transport and metabolism,NONE,NONE,,,,"
"
1hk3_v,8,3.93,0.4913,2.42585,4,2,1,0,1,0,Serum albumin,PLASMA PROTEIN,ALBU_HUMAN,"Serum albumin, the main protein of plasma, has a good binding capacity for water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs. Its main function is the regulation of the colloidal osmotic pressure of blood.",Defects in ALB are a cause of familial dysalbuminemic hyperthyroxinemia (FDH) [MIM:103600]. FDH is a form of euthyroid hyperthyroxinemia that is due to increased affinity of ALB for T(4). It is the most common cause of inherited euthyroid hyperthyroxinemia in Caucasian population.;A variant structure of albumin could lead to increased binding of zinc resulting in an asymptomatic augmentation of zinc concentration in the blood [MIM:194470].,NONE,,,,"
"
1obl_v,4,3.513,0.8782,2.40871,0,3,0,0,1,0,Malonamidase E2,NONE,Q9ZIV5,"Involved in carbon-nitrogen ligase activity, with glutamine as amido-N-donor",NONE,NONE,,,,"
"
2glr_v,8,3.565,0.4456,2.40071,2,2,1,1,2,0,Glutathione S-transferase P 1,NONE,P19157,Involved in glutathione transferase activity,NONE,NONE,,,,"
"
3d9z_v,4,3.504,0.8759,2.39052,2,2,0,0,0,0,Carbonic anhydrase 2,NONE,P00918,Inorganic ion transport and metabolism,NONE,"For use in the management of hypertension either as the sole therapeutic agent or to enhance the effect of other antihypertensive drugs in the more severe forms of hypertension. Also used as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy.",,,,"
"
1fwm_v,8,3.716,0.4645,2.38445,3,3,1,0,1,0,Thymidylate synthase,NONE,P0A884,Nucleotide transport and metabolism,NONE,NONE,,,,"
"
1uy7_v,6,3.681,0.6135,2.37176,3,1,1,0,0,1,Heat shock protein HSP 90-alpha,CHAPERONE,HS90A_HUMAN,Molecular chaperone. Has ATPase activity (By similarity).,NONE,NONE,,,,"
"
2o9i_v,7,4.035,0.5764,2.36741,5,2,0,0,0,0,Nuclear receptor subfamily 1 group I member 2,TRANSCRIPTION,NR1I2_HUMAN,Orphan receptor; its natural ligand is probably pregnane. Binds to a response element in the CYP3A4 and ABCB1/MDR1 genes promoter. Activates its expression in response to a wide variety of endobiotics and xenobiotics.,NONE,NONE,,,,"
"
1om5_v,8,3.491,0.4364,2.35982,1,2,5,0,0,0,"Nitric oxide synthase, brain",NONE,P29476,"Produces nitric oxide (NO) which is a messenger molecule with diverse functions throughout the body. In the brain and peripheral nervous system, NO displays many properties of a neurotransmitter. Inhibitory transmitter for non-adrenergic and non-cholinergic nerves in the colorectum. Probably has nitrosylase activity and mediates cysteine S-nitrosylation of cytoplasmic target proteins such SRR. Inhibitory transmitter for non-adrenergic and non-cholinergic nerves in the colorectum.",NONE,NONE,,,,"
"
1cps_v,5,3.63,0.7259,2.35903,2,2,0,0,1,0,Carboxypeptidase A1,NONE,P00730,"Carboxypeptidase that catalyzes the release of a C-terminal amino acid, but has little or no action with -Asp, -Glu, -Arg, -Lys or -Pro.",NONE,NONE,,,,"
"
1nxk_v,7,3.894,0.5563,2.35722,4,2,1,0,0,0,MAP kinase-activated protein kinase 2,NONE,P49137,Involved in protein kinase activity,NONE,NONE,,,,"
"
1iji_v,7,3.761,0.5373,2.35562,2,2,1,0,1,1,Histidinol-phosphate aminotransferase,NONE,P06986,Amino acid transport and metabolism,NONE,NONE,,,,"
"
1j9g_v,12,3.871,0.3226,2.35421,2,4,4,1,0,1,Flavodoxin,NONE,P00323,Involved in FMN binding,NONE,For the treatment of ariboflavinosis (vitamin B2 deficiency).,,,,"
"
6gpb_v,8,3.659,0.4574,2.35077,2,4,1,0,1,0,"Glycogen phosphorylase, muscle form",NONE,P00489,"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties.",NONE,NONE,,,,"
"
1a0g_v,7,3.735,0.5336,2.3281,1,3,1,0,1,1,D-alanine aminotransferase,NONE,P19938,Amino acid transport and metabolism,NONE,NONE,,,,"
"
1szm_v,7,3.904,0.5577,2.31911,4,2,1,0,0,0,cAMP-dependent protein kinase catalytic subunit alpha,NONE,P00517,Involved in protein serine/threonine kinase activity,NONE,NONE,,,,"
"
1biw_v,8,4.087,0.5108,2.31015,3,2,3,0,0,0,Stromelysin-1,HYDROLASE,MMP3_HUMAN,"Can degrade fibronectin, laminin, gelatins of type I, III, IV, and V; collagens III, IV, X, and IX, and cartilage proteoglycans. Activates procollagenase.",NONE,NONE,,,,"
"
1ujp_v,5,3.535,0.7071,2.30056,0,5,0,0,0,0,Tryptophan synthase alpha chain,NONE,P16608,Amino acid transport and metabolism,NONE,NONE,,,,"
"
1dak_v,9,4.049,0.4499,2.29858,3,2,2,0,2,0,Dethiobiotin synthetase,NONE,P13000,Coenzyme transport and metabolism,NONE,NONE,,,,"
"
1imx_v,7,3.867,0.5525,2.29773,4,1,2,0,0,0,Insulin-like growth factor IA,NONE,P01343,NONE,NONE,NONE,,,,"
"
1rf7_v,8,3.577,0.4471,2.29534,2,3,2,0,1,0,Dihydrofolate reductase,NONE,P0ABQ4,Coenzyme transport and metabolism,NONE,NONE,,,,"
"
1ekk_v,4,3.51,0.8774,2.27055,3,0,1,0,0,0,Hydroxyethylthiazole kinase,NONE,P39593,Coenzyme transport and metabolism,NONE,NONE,,,,"
"
4pgt_v,14,4.356,0.3112,2.24527,3,6,2,1,2,0,Glutathione S-transferase P,TRANSFERASE,GSTP1_HUMAN,Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles.,NONE,NONE,,,,"
"
1svu_v,6,3.504,0.584,2.24422,1,3,2,0,0,0,Modification methylase HhaI,NONE,P05102,Involved in DNA binding,NONE,NONE,,,,"
"
2e9v_v,7,3.927,0.561,2.24077,4,2,1,0,0,0,Serine/threonine-protein kinase Chk1,TRANSFERASE,CHK1_HUMAN,Required for checkpoint mediated cell cycle arrest in response to DNA damage or the presence of unreplicated DNA. May also negatively regulate cell cycle progression during unperturbed cell cycles. Recognizes the substrate consensus sequence [R-X-X- S/T].,NONE,Cancer;Solid tumor,,,,"
"
3frj_v,6,3.657,0.6094,2.22909,5,1,0,0,0,0,Corticosteroid 11-beta-dehydrogenase isozyme 1,NONE,P28845,Lipid transport and metabolism,NONE,"Some evidence suggests that NADH might be useful in treating Parkinsons disease, chronic fatigue syndrome, Alzheimers disease and cardiovascular disease.",,,,"
"
1db4_v,8,4.001,0.5002,2.22594,4,2,1,0,1,0,"Phospholipase A2, membrane associated",NONE,P14555,Involved in phospholipase A2 activity,NONE,NONE,,,,"
"
1gre_v,9,3.753,0.4169,2.21818,1,3,3,0,2,0,"Glutathione reductase, mitochondrial",NONE,P00390,RNA processing and modification,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
1eef_v,7,3.539,0.5055,2.21767,2,5,0,0,0,0,Heat-labile enterotoxin B chain,NONE,P32890,"The biological activity of the toxin is produced by the A chain, which activates intracellular adenyl cyclase",NONE,NONE,,,,"
"
1fcz_v,7,3.842,0.5489,2.21616,6,0,0,0,1,0,Retinoic acid receptor gamma,GENE REGULATION,RARG_HUMAN,This is a receptor for retinoic acid. This metabolite has profound effects on vertebrate development. Retinoic acid is a morphogen and is a powerful teratogen. This receptor controls cell function by directly regulating gene expression.,NONE,Emphysema,,,,"
"
1qu4_v,5,3.601,0.7203,2.20863,2,2,0,0,1,0,Ornithine decarboxylase,NONE,P07805,Amino acid transport and metabolism,NONE,NONE,,,,"
"
1b8g_v,6,3.684,0.614,2.19391,2,2,0,0,1,1,1-aminocyclopropane-1-carboxylate synthase,NONE,P37821,Amino acid transport and metabolism,NONE,NONE,,,,"
"
1yvl_v,8,3.553,0.4441,2.1792,1,4,2,1,0,0,Signal transducer and activator of transcription 1-alpha/beta,SIGNALING PROTEIN,STAT1_HUMAN,"Signal transducer and activator of transcription that mediates signaling by interferons (IFNs). Following type I IFN (IFN-alpha and IFN-beta) binding to cell surface receptors, Jak kinases (TYK2 and JAK1) are activated, leading to tyrosine phosphorylation","Defects in STAT1 are the cause of STAT1 deficiency [MIM:600555]. Patients generally suffer from mycobacterial or viral diseases. In the case of complete deficiency, patients can die of viral disease.;Defects in STAT1 are a cause of mendelian susceptibility to mycobacterial disease (MSMD) [MIM:209950]; also known as familial disseminated atypical mycobacterial infection. This rare condition confers predisposition to illness caused by moderately virulent mycobacterial species, such as Bacillus Calmette-Guerin (BCG) vaccine and environmental non-tuberculous mycobacteria, and by the more virulent Mycobacterium tuberculosis. Other microorganisms rarely cause severe clinical disease in individuals with susceptibility to mycobacterial infections, with the exception of Salmonella which infects less than 50% of these individuals. The pathogenic mechanism underlying MSMD is the impairment of interferon-gamma mediated immunity whose severity determines the clinical outcome. Some patients die of overwhelming mycobacterial disease with lepromatous-like lesions in early childhood, whereas others develop, later in life, disseminated but curable infections with tuberculoid granulomas. MSMD is a genetically heterogeneous disease with autosomal recessive, autosomal dominant or X-linked inheritance.",Respiratory disease;Asthma,,,,"
"
1xxe_v,8,3.779,0.4724,2.17713,4,2,2,0,0,0,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,NONE,O67648,Cell wall/membrane/envelope biogenesis,NONE,NONE,,,,"
"
1jlv_v,9,3.855,0.4284,2.17423,1,5,2,1,0,0,"Glutathione S-transferase 1, isoform C",NONE,Q93112,"Posttranslational modification, protein turnover, chaperones",NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
1ikg_v,12,4.176,0.348,2.1696,3,6,1,1,1,0,D-alanyl-D-alanine carboxypeptidase,NONE,P15555,Involved in cell wall peptidoglycan synthesis,NONE,"Used to prevent infection during surgery and to treat many kinds of infections of the blood, bone or joints, respiratory tract, skin, and urinary tract.",,,,"
"
3c4f_v,7,3.767,0.5381,2.16292,4,2,1,0,0,0,Basic fibroblast growth factor receptor 1,TRANSFERASE,FGFR1_HUMAN,Receptor for basic fibroblast growth factor. A shorter form of the receptor could be a receptor for FGF1 (aFGF).,"Defects in FGFR1 are a cause of Pfeiffer syndrome (PS) [MIM:101600]; also known as acrocephalosyndactyly type V (ACS5). PS is characterized by craniosynostosis (premature fusion of the skull sutures) with deviation and enlargement of the thumbs and great toes, brachymesophalangy, with phalangeal ankylosis and a varying degree of soft tissue syndactyly.;Defects in FGFR1 are a cause of isolated hypogonadotropic hypogonadism (IHH) [MIM:146110]. Hypogonadism is a condition characterized by abnormally decreased gonadal function, with retardation of growth and sexual development. Hypogonadotropic hypogonadism is due to inadequate secretion of gonadotropins. It results from failure to release sufficient gonadotropin-releasing hormone.;Defects in FGFR1 are the cause of Kallmann syndrome type 2 (KAL2) [MIM:147950]; also known as hypogonadotropic hypogonadism and anosmia. Anosmia or hyposmia is related to the absence or hypoplasia of the olfactory bulbs and tracts. Hypogonadism is due to deficiency in gonadotropin-releasing hormone and probably results from a failure of embryonic migration of gonadotropin- releasing hormone-synthesizing neurons. In some cases, midline cranial anomalies (cleft lip/palate and imperfect fusion) are present and anosmia may be absent or inconspicuous.;Defects in FGFR1 are the cause of osteoglophonic dysplasia (OGD) [MIM:166250]; also known as osteoglophonic dwarfism. OGD is characterized by craniosynostosis, prominent supraorbital ridge, and depressed nasal bridge, as well as by rhizomelic dwarfism and nonossifying bone lesions. Inheritance is autosomal dominant.;Defects in FGFR1 are the cause of non-syndromic trigonocephaly [MIM:190440]; also known as metopic craniosynostosis. The term trigonocephaly describes the typical keel-shaped deformation of the forehead resulting from premature fusion of the frontal suture. Trigonocephaly may occur also as a part of a syndrome.;A chromosomal aberration involving FGFR1 may be a cause of stem cell leukemia lymphoma syndrome (SCLL). Translocation t(8;13)(p11;q12) with ZMYM2. SCLL usually presents as lymphoblastic lymphoma in association with a myeloproliferative disorder, often accompanied by pronounced peripheral eosinophilia and/or prominent eosinophilic infiltrates in the affected bone marrow.;A chromosomal aberration involving FGFR1 may be a cause of stem cell myeloproliferative disorder (MPD). Translocation t(6;8)(q27;p11) with FGFR1OP. Insertion ins(12;8)(p11;p11p22) with FGFR1OP2. MPD is characterized by myeloid hyperplasia, eosinophilia and T-cell or B-cell lymphoblastic lymphoma. In general it progresses to acute myeloid leukemia. The fusion proteins FGFR1OP2-FGFR1, FGFR1OP-FGFR1 or FGFR1-FGFR1OP may exhibit constitutive kinase activity and be responsible for the transforming activity.;A chromosomal aberration involving FGFR1 may be a cause of stem cell myeloproliferative disorder (MPD). Translocation t(8;9)(p12;q33) with CEP110. MPD is characterized by myeloid hyperplasia, eosinophilia and T-cell or B-cell lymphoblastic lymphoma. In general it progresses to acute myeloid leukemia. The fusion protein CEP110-FGFR1 is found in the cytoplasm, exhibits constitutive kinase activity and may be responsible for the transforming activity.",NONE,,,,"
"
1wb0_v,8,3.562,0.4452,2.16185,2,3,2,1,0,0,Chitotriosidase-1,NONE,Q13231,Involved in chitinase activity,NONE,NONE,,,,"
"
3cla_v,5,3.441,0.6883,2.16109,2,2,1,0,0,0,Chloramphenicol acetyltransferase 3,NONE,P00484,Involved in chloramphenicol O-acetyltransferase activity,NONE,"Used in treatment of cholera, as it destroys the vibrios and decreases the diarrhea. It is effective against tetracycline-resistant vibrios. It is also used in eye drops or ointment to treat bacterial conjunctivitis.",,,,"
"
1pye_v,6,3.613,0.6021,2.15796,4,1,0,1,0,0,Cell division protein kinase 2,NONE,P24941,Involved in protein kinase activity,NONE,NONE,,,,"
"
1os5_v,7,3.626,0.518,2.14507,3,1,3,0,0,0,Genome polyprotein,NONE,P26663,"Core protein packages viral RNA to form a viral nucleocapsid, and promotes virion budding. Modulates viral translation initiation by interacting with HCV IRES and 40S ribosomal subunit. Also regulates many host cellular functions such as signaling pathways and apoptosis. Prevents the establishment of cellular antiviral state by blocking the interferon-alpha/beta (IFN-alpha/beta) and IFN-gamma signaling pathways and by inducing human STAT1 degradation. Thought to play a role in virus-mediated cell transformation leading to hepatocellular carcinomas. Interacts with, and activates STAT3 leading to cellular transformation. May repress the promoter of p53, and sequester CREB3 and SP110 isoform 3/Sp110b in the cytoplasm. Also represses cell cycle negative regulating factor CDKN1A, thereby interrupting an important check point of normal cell cycle regulation. Targets transcription factors involved in the regulation of inflammatory responses and in the immune response: suppresses NK-kappaB activation, and activates AP-1. Could mediate apoptotic pathways through association with TNF-type receptors TNFRSF1A and LTBR, although its effect on death receptor-induced apoptosis remains controversial. Enhances TRAIL mediated apoptosis, suggesting that it might play a role in immune-mediated liver cell injury. Seric core protein is able to bind C1QR1 at the T-cell surface, resulting in down-regulation of T-lymphocytes proliferation. May transactivate human MYC, Rous sarcoma virus LTR, and SV40 promoters. May suppress the human FOS and HIV-1 LTR activity. Alters lipid metabolism by interacting with hepatocellular proteins involved in lipid accumulation and storage. Core protein induces up-regulation of FAS promoter activity, and thereby probably contributes to the increased triglyceride accumulation in hepatocytes (steatosis) (By similarity).",NONE,NONE,,,,"
"
1j2z_v,4,3.515,0.8786,2.1334,1,0,3,0,0,0,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,NONE,O25927,Involved in acyltransferase activity,NONE,NONE,,,,"
"
1dfq_v,5,3.597,0.7194,2.12156,0,3,1,0,1,0,Tetanus toxin,NONE,P04958,"Tetanus toxin acts by inhibiting neurotransmitter release. It binds to peripheral neuronal synapses, is internalized and moves by retrograde transport up the axon into the spinal cord where it can move between postsynaptic and presynaptic neurons. It inhibits neurotransmitter release by acting as a zinc endopeptidase that catalyzes the hydrolysis of the '76-Gln-",-Phe-77' bond of synaptobrevin-2.,NONE,NONE,,,"
"
1thz_v,8,3.747,0.4684,2.11258,4,2,0,0,2,0,Bifunctional purine biosynthesis protein PURH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase,NONE,P31335,Nucleotide transport and metabolism,NONE,NONE,,,,"
"
1a4w_v,9,3.748,0.4165,2.11067,3,3,1,2,0,0,Prothrombin,COMPLEX (SERINE PROTEASE/INHIBITORS),THRB_HUMAN,"Thrombin, which cleaves bonds after Arg and Lys, converts fibrinogen to fibrin and activates factors V, VII, VIII, XIII, and, in complex with thrombomodulin, protein C. Functions in blood homeostasis, inflammation and wound healing.","Defects in F2 are the cause of various forms of dysprothrombinemia [MIM:176930].;Genetic variations in F2 may be a cause of susceptibility to ischemic stroke [MIM:601367]; also known as cerebrovascular accident or cerebral infarction. A stroke is an acute neurologic event leading to death of neural tissue of the brain and resulting in loss of motor, sensory and/or cognitive function. Ischemic strokes, resulting from vascular occlusion, is considered to be a highly complex disease consisting of a group of heterogeneous disorders with multiple genetic and environmental risk factors.",Deep vein thrombosis;Thrombocytopenia;Cerebrovascular disease;Wound healing;Ebola virus infection;Bone injury;Cerebrovascular ischemia;Restenosis;Thrombosis;Diabetic foot ulcer;Ischemic heart disease;Marburg virus infection;Myocardial disease;Embolism and thrombosis;Myocardial infarction;Cartilage disease;Thromboembolism;Coronary artery disease;Hemophilia;Blood clotting disorder;Bleeding;Atrial fibrillation;Skin burns;Disseminated intravascular coagulation;Connective tissue disease;Lung embolism;Cardiovascular disease;Sepsis;Angina;Infarction,,,,"
"
