Gene.symbol,logFC,P.Value
FGF7P3///FGF7P6///FGF7,-1.1672785,0.000281305
FGF7P3///FGF7P6///FGF7,-1.1672785,0.000281305
FGF7P3///FGF7P6///FGF7,-1.1672785,0.000281305
HIST1H4J///HIST1H4K///HIST1H4J///HIST1H4K,-1.3977375,0.000282918
ALYREF,1.19645825,0.000284688
PLVAP,1.159847,0.000288593
,1.04823225,0.000304069
FAM210B,1.284425,0.00032864
BMP2K,1.0511835,0.000330878
ABCC13///ABCC13,1.05600075,0.000332218
,-1.255276,0.000332772
ATP5B,1.1311925,0.000333592
AOC2,-1.11197675,0.000343113
,1.2231065,0.000348284
GRAMD1C,-1.19211425,0.000361354
,-1.17094325,0.000366777
,-1.21823475,0.000371028
STRAP,1.048782,0.000372599
CCDC28A,-1.008638,0.00037491
CD86,1.15378975,0.000381359
FGF7P3///FGF7P6///FGF7,-1.11586175,0.000388562
,1.208922,0.000391661
HDGF,1.165745,0.000396951
RHAG,1.4206375,0.00039859
SLC48A1,1.0913085,0.000404017
RPS25,1.0835485,0.000410549
TMEM252,-1.5198685,0.000411878
RRAS,1.014658,0.0004153
LRRFIP1,-1.0994735,0.000420117
EIF5AL1///EIF5A,1.1169565,0.000420329
CDC34,1.19084,0.00042188
EIF5AL1///EIF5A,1.1312285,0.000424508
BLVRB,1.2176675,0.00042703
CREG1,1.2196025,0.000437106
ST13P4///ST13P5///ST13,1.380656,0.000438781
TMEM183B///TMEM183A,1.0918275,0.000440653
SKA3,2.14585075,0.00044543
SKA2,1.14565625,0.000446407
SPECC1,1.0348685,0.000447246
PRELID1,1.1964675,0.000462205
YBX1,1.11838,0.000463848
TMEM258,1.2484795,0.000464706
MKRN2,-1.093781,0.000467687
,1.2912275,0.000469147
,1.452341,0.000472238
,1.419533,0.000474429
,-1.78074675,0.000474574
NUTF2,1.0370275,0.000476994
TPGS2,1.0847,0.000479502
RANBP10,1.448635,0.000480038
RPS25,1.060547,0.000481979
ITLN1,2.07801225,0.000484195
TMEM183B///TMEM183A,1.11867,0.000484707
RPA2,-1.00585925,0.000490063
ZNF487,-1.14437975,0.000491641
,-1.6336855,0.000491709
,-1.404744,0.000492817
POLR1D,1.091905,0.000503754
RBX1,1.17415525,0.000506608
C5AR2,-1.2918425,0.000515717
ORM2,-1.245417,0.00051802
HCAR2,-1.0378085,0.000522517
ALDH5A1,1.43105075,0.000526277
SIGLEC16,1.14038725,0.000536937
PRR5-ARHGAP8///PRR5///ARHGAP8,1.01124625,0.000544491
FAR2,-1.1055575,0.000546836
,-1.05918525,0.00056155
POC1B-GALNT4///GALNT4,-1.11598275,0.000569774
EIF2AK1,0.9493075,0.000574887
LRRFIP1,-1.176178,0.00057669
KLF1,1.2096325,0.000582029
PTX3,-0.9608365,0.000583738
STIL,1.13680525,0.000591976
EIF5AL1///EIF5A,1.0932505,0.000592331
CFAP45,-1.27073675,0.000606338
,-1.195334,0.000615575
FAM177A1,-1.38589725,0.000618545
ATP1B2,1.27789975,0.000620327
ZNF518A,-1.41771925,0.000623331
MTERF2,-1.01864275,0.000636662
OTUD1,-1.00442975,0.000663277
CCDC124,1.15468475,0.000664356
MAF1,1.170102,0.000667353
SMAD1,0.981603,0.000668354
,-1.2008935,0.000669053
RFESD,1.00922275,0.000676866
KIF15,1.542844,0.00068287
GCLC,1.4822785,0.000686576
NUDT5,-1.26915875,0.000686759
CD226,1.19540175,0.000699856
,-1.1506705,0.000704005
ADAM17,-1.28189325,0.000707442
PDZK1IP1,1.370545,0.000714107
SNORA71A,-1.4919755,0.000736609
TREML2,-1.23441975,0.000743401
NOD2,1.28239575,0.000755064
FKBP1B,0.9864345,0.000756647
RNASE3,1.887943,0.000756978
MT2A,1.1101475,0.000767991
SELK,1.05000225,0.000773106
DLGAP5,0.9522565,0.000779507
FGFR1OP,-1.48818425,0.000779839
C6orf106,0.894412,0.000792273
ACSL4,-0.96944175,0.000800662
CLU,1.2873535,0.00080748
NDC1,1.00397575,0.000823474
CA1,1.08222,0.000857163
TMEM56-RWDD3///TMEM56,1.296675,0.000857969
ST13P5,1.185839,0.000863
DDB1,1.0800435,0.000872015
SLC4A1,1.2881725,0.00087814
SNORA33///RPS12,1.175701,0.000878494
RPGR,-1.1005815,0.000879923
,-1.40026625,0.000880108
MAMLD1,0.988244,0.000881186
SSBP3,1.1019185,0.000885751
PRDX1,0.97294825,0.00088829
,1.304,0.000904692
SRRD,1.0192175,0.000905291
MIR16-1,-1.01327525,0.000907756
TMCC2,0.9432005,0.000915335
ZNF204P,-0.89063675,0.000930708
,-1.2022835,0.000933644
CAPN7,-1.15153225,0.000946589
,-1.040802,0.000955924
HIST1H4J///HIST1H4K///HIST1H4J///HIST1H4K,-1.06370625,0.000976014
NRAS,0.964105,0.000978916
ECH1,0.969641,0.000979244
TAL1///TAL1,1.1583755,0.000989514
,1.061765,0.000990391
CEACAM21,-0.8825245,0.001001179
LOC105369230///HLA-DRB6///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///LOC105369230///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1,1.0940375,0.001001208
SNORA8///TAF1D,-1.284164,0.001001489
RAB3D,-0.873322,0.001008141
RPL41///RPL41,1.202935,0.001009736
RPL41///RPL41,1.202935,0.001009736
,1.000666,0.001015016
ECRP///ECRP,1.7506965,0.001017517
TIPRL,-0.8740125,0.001037361
HGD,1.04340475,0.001037657
HGD,1.04340475,0.001037657
PPP4R1,-0.954725,0.001041041
CARM1,1.4585225,0.001043162
MOSPD1,0.949392,0.001043967
APOBEC3C,1.153453,0.001044441
YBX3,0.8862375,0.001046501
LOC105369230///HLA-DRB6///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///LOC105369230///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1,1.1028375,0.001052119
PPDPF,1.3380825,0.001055085
HAGH,0.9681925,0.001057625
HRH2,-1.00361,0.001058531
MTHFD2,0.9028125,0.001061535
DCAF11,1.0546495,0.001067698
MKRN1,0.9356925,0.001073705
FAM63B,-1.47160425,0.00108713
MT2A,1.1915675,0.001094848
IDH3G,1.0881685,0.001100386
NDUFA3,0.8646285,0.001100414
NEK7,-0.9528125,0.001112693
XPC,-1.07128,0.001113531
RNU5B-1,-1.3807385,0.001126577
SNORD13,-0.881515,0.001127584
RPL41P5///RPL41///RPL41,1.1605125,0.001134362
TRAK2,1.0599025,0.001135557
MAP4K3,0.98851625,0.001136142
NPRL3,1.6232525,0.001139858
ANKH,1.48680325,0.001141625
CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1,-0.94653325,0.001144683
TMEM229B,1.06273175,0.001156647
ZNF14,-1.1496005,0.001163553
UBE2O,1.21792125,0.001176252
KLHL28,-1.01461,0.001180518
,-1.15193075,0.001185751
OSBP2,1.043675,0.001202354
MT2A,1.156445,0.001208125
RPL41P5///RPL41///RPL41,1.1096775,0.001213609
LY75-CD302///LY75,-1.0966265,0.001218572
ZNF646,-0.90587925,0.001222946
,-1.2160835,0.001236058
TBCEL,1.24749,0.001237837
SLPI,-3.3055485,0.001240568
,-0.86011025,0.001261558
TFDP2,0.90860025,0.001265332
PDCD4,-0.87639375,0.001265496
USP32P2///USP32P1,-0.94056975,0.001269673
RNF187,1.0407395,0.001272007
G6PC3,0.84044625,0.00127582
IFI27,1.004827,0.001276752
CTSB,1.1304025,0.001280496
SNCA,0.851285,0.001281539
ST13P4,1.120042,0.001283233
EPCAM,-2.53141475,0.001287222
MT1H,0.9880325,0.00128972
,-1.23255225,0.001290244
PTMS,1.09915675,0.001293863
ARHGEF12,1.3958705,0.001300964
,0.931465,0.0013029
,-1.006575,0.001309683
ZNF616,-0.97494,0.001313371
HLA-DQA1,1.562807,0.001314174
RPL41P5///RPL41///RPL41,1.1091425,0.001315689
FAAP24///FAAP24,-0.92168075,0.00132221
SLC7A7,-0.9046525,0.00132693
MT1A,1.00064125,0.001331564
OMG,-1.69407175,0.001333832
B3GNTL1,-0.866102,0.001334056
LDLR,-0.965812,0.001336629
NEK11,-0.938119,0.001339342
FAM212B,-1.0727165,0.001343115
APLF,0.939869,0.001344127
MBNL3,1.1448475,0.001348629
MPP7,-1.11057225,0.001348937
POLR2A,-0.88291275,0.001351285
,-1.101959,0.001362422
MGAT4A,-0.92694375,0.001363087
,1.08017675,0.001366231
,1.12840125,0.001372381
MRPL53,0.9448635,0.001374758
,1.274466,0.001375067
NTAN1,1.321755,0.001393943
FAM117A,1.1398975,0.001396424
ABCC4,1.530432,0.001425038
NUCB1,1.0244025,0.001434285
TMEM154,-0.975605,0.001435394
RNU2-1,-1.3976425,0.001440685
C1orf198,1.25575675,0.001441496
ENDOD1,1.1808595,0.001441546
HMCES,-1.08708675,0.001442319
ARHGAP11B,0.9063905,0.001445682
ATF7IP2,1.1046785,0.001447594
GAS2L3,1.208118,0.001452467
CCNL1,-0.9682585,0.001454458
CCDC91,1.00427225,0.001466949
FAM103A1,-1.023187,0.001480289
MIR29A,-2.23602075,0.001488136
ARAP1,-0.843165,0.001492528
,-1.77843675,0.001497507
NUSAP1,0.9260065,0.001498377
ITGB3,1.100985,0.001505431
LINC00173,-0.93639325,0.001535191
AKR1E2,1.2148235,0.001536204
REM2,-1.27037375,0.001536718
FKBP8,0.9445925,0.001537151
LOC646358///DNAJB14,-1.27301925,0.001537692
LYRM5,-0.82734625,0.001540254
IRAK4,-1.1514045,0.00154554
PKD1L3,1.34376725,0.001568716
CD36,0.835384,0.001574351
ERVK3-2,-0.90732925,0.001575108
RMI1,-0.991894,0.001585975
TAOK1,-1.03517775,0.001591439
,-1.07376975,0.001591909
EFTUD1P1///EFL1,1.41252825,0.001594282
LOC100132731,-1.14059875,0.001598855
SULF2,-1.370505,0.0016007
,-0.934728,0.00160692
RNU2-1,-1.5186075,0.001607275
,-1.678278,0.001613546
SLC25A39,0.80474,0.001614945
TBC1D22B,1.4433705,0.001623972
ABCA1,-1.05519625,0.00162745
USMG5,-1.17372525,0.001634692
ALCAM,-1.22565475,0.001634951
ZNF138,-1.39054475,0.001639424
TMX1,-0.8370885,0.001650172
,-1.18701225,0.001660377
APC,-1.14905225,0.001665405
DOK2,0.84524725,0.001678345
SNORA71C,-1.0864645,0.001682793
MT1G,1.00892975,0.001684639
POLR3C,0.88388175,0.001685814
IFT52,1.10226075,0.00168857
FAHD1,1.10222125,0.001692093
SLC50A1,1.098407,0.001693205
MYCT1,0.91779275,0.001695602
,0.94241475,0.001696182
ELMO1,-0.856295,0.00169752
SPATA6,-1.58512075,0.001705165
TESC,1.0738675,0.001708608
SLC25A51,1.09101725,0.001708687
CST1,0.97971375,0.001734955
,-1.60999525,0.001739367
ALAS2,0.89501,0.001741168
,1.14423575,0.001743335
,1.14423575,0.001743335
,-1.092535,0.001757159
GNAI3,-0.98194675,0.001777054
HIST1H2BM,1.50356125,0.001779032
,-1.9141125,0.001780853
CHMP1B,-0.87816125,0.001781694
YME1L1,-0.84767725,0.001791065
RBPJ,-0.94785725,0.001792613
SNORD13P3,-0.81843,0.001792814
CEP19,-0.87721225,0.001821696
B4GALT3,1.2133145,0.001839212
TGM2,1.73605025,0.001840033
ARHGEF40,-0.96189025,0.001855348
ZNF818P,-1.14568675,0.001878034
TNS1,0.83283275,0.001879204
ZNF230,-0.95595275,0.001890653
RMDN3,0.93092875,0.001902071
,-0.86572275,0.001902602
ADGRE2,-0.90757,0.001910434
MXI1,1.0661175,0.001911527
SLC43A3///PRG2,0.8237645,0.001917717
LOC441081,-0.9604125,0.001928286
AURKA,0.94083175,0.001932716
IL15RA,1.0500625,0.00193457
CHURC1-FNTB///CHURC1,-0.9947295,0.001944833
,1.24008375,0.001970621
ACP1,0.9253825,0.001975598
SLC1A5,1.245108,0.00197599
SLC2A1,0.852225,0.001982435
SNORD50B,-1.1674085,0.002002046
XK,1.946258,0.002021203
RBM48,-0.8096085,0.002025531
KBTBD7,-1.14145825,0.002034351
TMSB10,0.9600275,0.002046765
NOXRED1,-1.07628275,0.002052696
CDK8///ADRA1B,0.955455,0.002053257
NUP62CL,1.131393,0.002061026
SLMAP,-0.9435305,0.002090404
,1.4837075,0.002091093
LOC399900,-0.9696665,0.002101647
UBL7,0.8539125,0.002103743
ZNF253,-1.69823975,0.002109303
POC1B,0.8315,0.002110028
CCDC126,-0.96494125,0.002115482
RAB3IL1,0.811183,0.002115903
,-1.15557125,0.002122313
GUCD1,0.929505,0.002122739
BABAM1///BABAM1,0.9795685,0.002126387
RAB36,-0.89445675,0.002135825
,-0.83384625,0.002137005
ARNTL,-1.0575345,0.002155489
THBS3,-1.107687,0.002172434
TAS2R60,-1.65859975,0.002174415
AKAP17A///ASMT,-0.81677175,0.002185235
AKAP17A///ASMT,-0.81677175,0.002185235
MAP4K5,1.18985525,0.002193919
ZBTB34,-1.002269,0.002209531
RNU2-1,-1.3345275,0.002223484
RNU2-1,-1.3345275,0.002223484
RNU2-1,-1.3345275,0.002223484
RNU2-1,-1.3345275,0.002223484
RNU2-1,-1.3345275,0.002223484
RNU2-1,-1.3345275,0.002223484
RNU2-1,-1.3345275,0.002223484
RNU2-1,-1.3345275,0.002223484
RNU2-1,-1.3345275,0.002223484
DNAJC6,1.1642595,0.002228304
SCARNA1,-1.0296555,0.002238364
C4orf45,1.488953,0.002247708
ZNF137P,-1.159485,0.002250818
,-0.8236555,0.00225206
LRWD1,-0.8039105,0.002258294
,1.1155125,0.002273751
ADNP2,-0.99107425,0.002282492
CTNNAL1,1.0318375,0.002291157
SHISA7,1.13912225,0.002308255
CKAP2L,0.952157,0.002319395
VAMP8,0.8569235,0.002356024
RFX2,-1.412414,0.002357422
CPSF7,-0.7720825,0.002367504
TAS2R41,-1.02696925,0.002373581
KIAA0232,-0.98958925,0.002382022
ZNF611,-1.16173,0.002384117
RASGEF1A,-1.0566285,0.002385267
RAF1///RAF1,-0.9329725,0.002393045
CHID1,0.8267585,0.002399603
RPL36A-HNRNPH2///RPL36A,1.14826575,0.002406422
LOC285696,-0.78540475,0.002417572
EHD3,0.970989,0.002422328
,1.099075,0.002427598
,0.83125,0.002433144
,-1.42133325,0.002437234
,0.9135365,0.002440428
TMEM110-MUSTN1///TMEM110,-0.770036,0.002442343
CD63,-0.80506775,0.002456898
AIDA,1.0897755,0.002464529
LOC441081,-0.88713,0.002466446
DDX5,-0.8600925,0.002468388
PPME1,0.8410475,0.002507726
THEGL,1.04457425,0.002527275
DMTN,1.238085,0.002547851
SNORD32A,-1.00282,0.002578661
DNAJB14,-0.9266725,0.002583663
,0.94585925,0.002586991
NME4,0.81988925,0.002616383
ZNF226,-0.97696,0.002623976
ZBTB18,-0.82968775,0.002627227
NDUFAF3,0.924126,0.002642607
IFI30,0.869055,0.002642632
RAB2B,1.0973725,0.002654407
BIN3-IT1,-0.7762515,0.002659051
ALG8,0.78267,0.00267509
EXT1,-0.8138345,0.002675352
PRMT2,-0.86056825,0.002696058
TMF1,-0.99238325,0.002699684
LRRC75A-AS1,2.15618625,0.002701876
C12orf10,0.74115725,0.002702488
RMRP,-1.3243,0.002713543
,0.78638725,0.002716177
ISCA1,1.1018865,0.002730699
CAMK1,0.9084675,0.002753439
FAM103A1,-0.93163075,0.002765027
YIPF3,0.76054,0.002765643
RASSF3,-0.7784125,0.002782596
NRG1,0.9120995,0.002787667
KAT2B,0.8779275,0.002800264
SLC27A2,-0.978988,0.002807005
RPS13,0.874795,0.00280961
TCN2,1.0312155,0.00282044
HNRNPA3///HNRNPA3P1,-0.79574825,0.002827184
SLC16A6,-0.99061275,0.002830732
RNF123,1.1733455,0.002837534
KIF23,0.9699115,0.002838828
GPCPD1,-0.856385,0.002853844
SIAH2,1.060006,0.002855532
TREML1,1.2187325,0.002858782
CD300E,0.895484,0.002859154
MIRLET7F1,-0.83507225,0.002882585
NCAPH,0.828087,0.002888508
C17orf53,-1.09811175,0.002893636
HEPACAM2,1.9655715,0.00289919
FKBP15,-0.8004165,0.002900207
UBE2D1,-0.8447625,0.002904375
LOC102724229,-3.05078725,0.002910296
CRACR2A,-0.80529775,0.002914072
LRRFIP1,-0.80253,0.002926854
,-1.21036075,0.002944485
,-0.74117925,0.0029529
CX3CR1,0.7486645,0.00297225
ITGA5,-0.754235,0.002983029
CDKN1B,-0.8252825,0.002983863
KIF18A,0.738632,0.002987074
IVNS1ABP,-1.03581125,0.002991369
,0.9520075,0.002995267
LINC00982,0.894121,0.002997964
DNAJA4,1.1467185,0.003012427
COX6B1,0.7458145,0.003013575
,-1.129459,0.003021654
CLHC1,-0.79762025,0.003024288
JMJD1C,-0.7710725,0.00303003
,0.7520805,0.003035666
GLT1D1,-0.8376825,0.00303583
,-0.77312,0.00303711
,-0.71731,0.003041172
,2.07312025,0.003052291
VAMP1,-1.1904745,0.003052699
,0.8169085,0.003059068
,1.46599025,0.003088308
SLC25A51,1.014734,0.003099086
ADAP2,1.005713,0.003117485
GMCL1,-0.804027,0.003132296
ALPL,-1.2421175,0.003168748
CTSE,1.306916,0.003184067
ADA,0.77084875,0.003184436
KIAA1683,-0.77933375,0.003191954
OSER1,-0.779419,0.003194169
ANK1,1.1052265,0.00321173
CDK2AP1,0.8429285,0.003212659
,-1.25575375,0.003224911
WBP1L,-0.8170745,0.003239117
,-1.0150775,0.00324795
,-1.03830225,0.003248599
TPX2,1.0296565,0.003248853
HNRNPUL2-BSCL2///HNRNPUL2,-0.73370425,0.003292552
IGF2BP2,1.2732615,0.003297761
KLF6,-0.788406,0.00330782
EFEMP2,-0.78668775,0.003314173
CLEC2B,-0.7734445,0.003314863
CTR9,-0.84237675,0.00331914
ZBTB38,-0.91643675,0.003321029
NUDT4P1///NUDT4P2///NUDT4,0.950405,0.003323729
LYL1,0.9220795,0.003324982
,-1.0280485,0.003349583
FBXO11,-0.9622695,0.003350888
SNX17,0.7953395,0.003356609
BAG6,1.3312115,0.003358409
BAG6,1.3312115,0.003358409
FAM3B,-1.3693385,0.00336896
CDK11A,-0.75603075,0.003381106
BAG1,0.91152325,0.003383768
,0.90378425,0.003384286
ZNF107,-1.51221775,0.003384386
TAF7,-0.88917125,0.003392516
ZNF845,-1.3631415,0.003394075
ANKRD28,-1.749877,0.003406017
ZZEF1,-0.81143,0.003418014
PITHD1,0.7496625,0.003428749
TCIRG1,-0.70205,0.00343188
C18orf25,-0.98937325,0.003436939
PRPF6,-0.79545925,0.003438608
USMG5,-0.84660525,0.003456667
HNRNPA3///HNRNPA3P1,-0.79072275,0.003458636
ZNF714,-0.8404365,0.003466844
,-1.0772435,0.003473239
UBE2MP1,1.174842,0.003481804
PLSCR4,0.8197145,0.003484368
MITF,0.87108025,0.003488182
,0.7812895,0.003491183
FAM223A///FAM223B,-0.80800675,0.003497911
KIAA0753,-0.86579875,0.003509286
FAM209A,-0.78966825,0.003523909
BAG6,1.329645,0.003525083
RPL41,1.52716725,0.003525233
LOC441204,0.967083,0.003531885
TOM1L1,0.77071525,0.003539934
ZNF385A,0.746669,0.003540755
SEC14L4,1.05665625,0.003554701
,-0.88483725,0.003579645
HCAR3,-1.022367,0.00358006
,-1.45833,0.003586728
,-0.74892175,0.003590512
PPP1R21,-0.789662,0.003590711
HNRNPA3///HNRNPA3P1,-0.85004,0.003597435
PRR11,0.9415665,0.00360465
TLR8,-0.991665,0.003605334
DYNLT1,-0.6960025,0.003612251
SCARNA4,-0.7617145,0.003614594
,-0.7605575,0.003626163
HPS1,1.08175,0.003627532
LOC105369230///HLA-DRB6///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///LOC105369230///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1,1.0101725,0.003627711
MT1IP,0.9170335,0.003627925
TMEM106C,0.735455,0.003638845
SMPD2,-1.014472,0.003638881
,1.0333195,0.00365498
PAGE2B,1.21562975,0.003659965
RNF14,0.7267925,0.003662272
SAP30L,-0.715463,0.003692414
,0.93560025,0.00372158
PACS1,-0.822573,0.003732381
ZCCHC14,-0.73961225,0.003738539
,0.8837355,0.003761056
TMEM158,0.7718245,0.003765985
MIR181B2,-0.704215,0.003793947
MXRA7,-1.353922,0.003824297
GYPC,0.8845175,0.00382449
CAMK1D,-0.98968,0.003825993
MPDU1,0.852034,0.003827897
SNX19,-0.92497,0.003830072
KCNMB1,1.028996,0.003850134
EXOC1,-0.8749355,0.00385749
CPQ,-0.79976,0.003895782
HIST1H2BF,0.75890375,0.003902618
CDIPT,0.9855825,0.003910474
LYVE1,-0.93963425,0.003924523
ARID4A,-0.9973815,0.003937881
PECR,-1.4108325,0.003941506
,-1.10136625,0.003952609
TPR,-0.94938675,0.003953592
GYPE,1.07386275,0.003971378
GOLGB1,-0.7670545,0.003975773
SNAPC1,-1.450425,0.003989691
DYRK3,0.7937715,0.003990509
OAS1,1.39599775,0.00399274
,-0.73811725,0.004004039
DLEC1,-0.6953375,0.004006951
NAPA,0.76842,0.004011919
DDI2///RSC1A1,0.8548915,0.004018133
PPEF1,-1.00705475,0.004028153
PSMD10,1.05909475,0.00404493
MT1DP,0.83541625,0.004065893
PANK2,-1.081477,0.004066573
P2RX7,0.79412325,0.004067212
OR7E37P///MGC72080///OR7E5P///DAPL1///OR7E47P///OR7E12P///OR7E14P,0.7158065,0.004067866
BTF3,0.7626235,0.004080426
UTP6,-0.90940025,0.004089702
THBD,-1.4215435,0.004123737
PHF3,-0.80780375,0.004132899
MT1X,0.8489235,0.004141879
ACO2,0.8210095,0.004147843
PP12719,-1.0999305,0.004163298
BZW1,-0.81735175,0.004213609
ZNF347,-1.0353215,0.004216163
,1.42859975,0.004232637
MYO1F,-0.6776125,0.004237719
,-0.8464345,0.004243563
,-0.8464345,0.004243563
NINJ2,0.85217425,0.004252039
CTBS,-0.7976625,0.004266599
,-0.87069275,0.00429392
TSPAN5,1.0133575,0.004303057
UBXN6,1.477945,0.00430922
C14orf28,-0.6934335,0.004328648
CFLAR,-1.2050625,0.004336028
TPK1,-1.43887425,0.004340391
TIAM2,-0.788146,0.004345991
LOC101926933///LIMD1-AS1,-1.10017,0.004350035
MIR186,-1.27460875,0.004351822
UBE2V1,0.7978975,0.004353601
DLG4,0.72396075,0.004380675
OR7E37P///OR7E35P///MGC72080///OR7E5P///DAPL1///OR7E24///OR7E47P///OR7E12P///OR7E14P,0.76903625,0.004391997
ZNF430,-1.2334305,0.004401484
ZWILCH,0.80858,0.004405865
USP4,-0.7366325,0.004417321
LOC100288637///OTUD7A,0.8400175,0.004419665
XPO7,0.80958,0.004427093
RILP,1.17395375,0.004455187
SCARNA6,-1.42225825,0.004459116
ALAD,0.71217475,0.004460483
SCARNA17,-1.008838,0.004477574
ZC3H11A,-0.90156,0.004492128
AGO4,-0.82215675,0.004513491
RNVU1-19,-0.863117,0.00451951
SMDT1,0.71362675,0.004522392
CPEB2,-0.86711775,0.004533179
,-1.29623175,0.004569125
NUBP1,0.78924075,0.00457672
QSOX2,0.87110525,0.00457852
PDZD8,-0.835118,0.004580367
HSD17B11,-0.9897675,0.004610693
ZNF146,-1.026484,0.004613468
GRINA,0.9454075,0.004632434
STK35,-0.8199535,0.004634944
ADGRE5,-0.776765,0.004647566
ARHGAP31,0.87405075,0.004647756
CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1,-0.7734025,0.00465492
LOC100505530,1.45744325,0.004708692
HAUS3,-0.9180945,0.004720643
NHSL2,-0.7482025,0.004756243
MFSD12,0.80904825,0.004761364
ATP2B4,-0.703765,0.00478792
SLFN14,1.16457275,0.00478995
TOMM6///PRICKLE4,0.678148,0.004791255
GSTM5,1.0815875,0.00479467
CARS,-0.71332,0.004796265
KIF5B///KIF5B,-0.7296425,0.004798915
,1.1089705,0.004814688
FGD3,-0.6840325,0.004823567
CENPI,1.000016,0.004835244
LOC100287934///LOC100287497,-0.82328375,0.004840301
SNORD61,-0.6739475,0.00485366
ZNF431,-1.16267725,0.004855671
RNF5P1///RNF5,1.178193,0.004855675
,-0.717299,0.004858527
RSPH3,-0.775139,0.004887662
MAK,-1.58145625,0.004906425
ZSWIM1,0.7680625,0.004936963
CCDC186,-1.18581525,0.004944448
SNX29,1.03423525,0.00497729
C6orf25,0.982234,0.004978743
TMEM150B,0.82269875,0.004998597
SPAG9,-1.01270725,0.005004311
SESN3,1.2358135,0.005024248
PBXIP1,-0.8050275,0.005042703
TANGO2,1.0847825,0.005047984
PLOD3,0.73499125,0.005050547
